id,user_name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_user_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,label
1612469616,Allen,pxibejs_pgv,1272,28,1658,1035,10,http://t.co/ZrZbkOJa8G,en,,Georgia,TRUE,FALSE,FALSE,http://pbs.twimg.com/profile_images/378800000642975445/0d9d3a6bfc2bc1000d5d41974d502dbc_normal.jpeg,TRUE,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/378800000642975445/0d9d3a6bfc2bc1000d5d41974d502dbc_normal.jpeg,C0DEED,FALSE,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,FALSE,FALSE,FALSE,FALSE,FALSE,Husband. Dad. Salesman.  Learner. Out-of-the-box thinker. Entrepreneur..,FALSE,FALSE,22/7/2013 10:05,fake_users
2250343435,Shawn,8VD6Y,9,19,380,0,0,,en,Pacific Time (US & Canada),"Coconut Creek, Florida",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/707198051102953472/En003uXT_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme8/bg.gif,333333,https://pbs.twimg.com/profile_images/707198051102953472/En003uXT_normal.jpg,D9B17E,FALSE,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,8B542B,9D582E,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"Guitarist,  Vengeance  You!!!",FALSE,FALSE,17/12/2013 12:32,fake_users
2242372394,Jeffrey A.,jefygfr,24,28,723,0,0,https://t.co/V9jGQdHmb1,en,Pacific Time (US & Canada),Southwest Missouri,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/705294463065841664/J_r9FjJ9_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme17/bg.gif,333333,https://pbs.twimg.com/profile_images/705294463065841664/J_r9FjJ9_normal.jpg,DBE9ED,FALSE,E6F6F9,http://abs.twimg.com/images/themes/theme17/bg.gif,DBE9ED,CC3366,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"President,  American Birding Association. 
Avid natural history fan, part-time pop culture maven, photographer, musician, and",FALSE,FALSE,12/12/2013 13:29,fake_users
2405042394,Toxic,Toxicghts1o9,2624,36,640,2406,16,,en,Pacific Time (US & Canada),Wyoming,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/714166043363700736/rTdiw-T5_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/714166043363700736/rTdiw-T5_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"19, Gamer, Drummer -  Just do what  the  makes you happy.",FALSE,FALSE,22/3/2014 21:06,fake_users
3258724782,Total,TotalHighspede,377,18,838,306,1,http://t.co/GGIeHCMKq2,en,,"Dayton, Ohio",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/635058439228538881/KwvqUcww_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/635058439228538881/KwvqUcww_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,,FALSE,FALSE,FALSE,FALSE,FALSE,Total Highspeed specializes in business and residential high speed internet.  We provide fantastic service to  100 U.S. cities in Missouri and Arkansas.,FALSE,FALSE,28/6/2015 10:36,fake_users
2394952022,Michael,michaelreesertg,726,23,538,712,0,https://t.co/ARb0Tkhpg3,en,Pacific Time (US & Canada),"Brunswick, Maine",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/707645906246438912/txeg3jw__normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme19/bg.gif,333333,https://pbs.twimg.com/profile_images/707645906246438912/txeg3jw__normal.jpg,FFF8AD,FALSE,F6FFD1,http://abs.twimg.com/images/themes/theme19/bg.gif,FFF04D,0099CC,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Nominated guitarist   the year LA Music awards/recording artist.,FALSE,FALSE,17/3/2014 19:14,fake_users
2525891048,Justin,bitobsonto,573,21,594,524,4,,en,Pacific Time (US & Canada),Massachusetts,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/706629405007810560/0e5-3KBZ_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme2/bg.gif,663B12,https://pbs.twimg.com/profile_images/706629405007810560/0e5-3KBZ_normal.jpg,C6E2EE,FALSE,DAECF4,http://abs.twimg.com/images/themes/theme2/bg.gif,C6E2EE,1F98C7,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"iZotopean. EDM Producer/DJ. follow  me and like my other pages!
Soundcloud: https://t.co/n0qmSAWBFy 
Facebook: https://t.co/EBlr5l8pvd",FALSE,FALSE,26/5/2014 21:29,fake_users
2502972542,Anchalen,AnchalenicusM,1418,24,662,1258,32,https://t.co/NK7m0DjUUN,en,Pacific Time (US & Canada),Delaware,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/712960317542629376/TQjIehr-_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme16/bg.gif,333333,https://pbs.twimg.com/profile_images/712960317542629376/TQjIehr-_normal.jpg,BDDCAD,FALSE,DDFFCC,http://abs.twimg.com/images/themes/theme16/bg.gif,9AE4E8,0084B4,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Anchalen International Records is  a premier Dance/Jazz and Electronic Music Indie Record label. (A unit  Anchalen Music Industries U.S.A.),FALSE,FALSE,18/5/2014 1:14,fake_users
2273055787,Karina,December103_102,340,14,633,237,10,,en,Pacific Time (US & Canada),"Napa, California, USA",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/713512098094063616/jSv8GheQ_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme17/bg.gif,333333,https://pbs.twimg.com/profile_images/713512098094063616/jSv8GheQ_normal.jpg,DBE9ED,FALSE,E6F6F9,http://abs.twimg.com/images/themes/theme17/bg.gif,DBE9ED,CC3366,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Just  Your Average 18 yr  Searchin' For Something To Call Mine. 719 Is H O M E  || Roll || Rave || EDM || REPEAT ||,FALSE,FALSE,2/1/2014 13:58,fake_users
2244578712,Look 2,Look2Murderres,811,15,676,723,7,,en,Pacific Time (US & Canada),"Manhattan, New York",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/714188015351029760/2jHozzy2_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://pbs.twimg.com/profile_images/714188015351029760/2jHozzy2_normal.jpg,F2E195,FALSE,FFF7CC,http://abs.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Djs / Producers / Remixes  #EDM #MashUp #Soundcloud https://t.co/U26Cv7t8g8 …,FALSE,FALSE,13/12/2013 22:14,fake_users
2372860068,Nathan,SuckMahkuFc,305,15,606,244,9,,en,Pacific Time (US & Canada),New Mexico,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/712119692966666241/j7nxazpH_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme16/bg.gif,333333,https://pbs.twimg.com/profile_images/712119692966666241/j7nxazpH_normal.jpg,BDDCAD,FALSE,DDFFCC,http://abs.twimg.com/images/themes/theme16/bg.gif,9AE4E8,0084B4,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Vocals in @therisingtidenc  | Gamer  slowly becoming a musician |,FALSE,FALSE,4/3/2014 23:42,fake_users
3271769094,alunrichards,alunrichdras,0,3,311,0,0,http://t.co/3yXCsKNht7,en,,"London, UK",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/621265768009830400/gltgPzZr_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/621265768009830400/gltgPzZr_normal.jpg,CC3366,TRUE,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,FALSE,FALSE,FALSE,FALSE,FALSE,Alun helps  small businesses generate more leads and convert those to paying clients by creating WordPress websites. http://t.co/d9ozVIOmNi,FALSE,FALSE,8/7/2015 11:39,fake_users
2607463176,GGC,ggce_ct,614,17,706,555,14,https://t.co/nYcQpnvzVb,en,Pacific Time (US & Canada),"Portland, Oregon",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/683024966426738688/CSeE5GxI_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://pbs.twimg.com/profile_images/683024966426738688/CSeE5GxI_normal.jpg,F2E195,FALSE,FFF7CC,http://abs.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,mission of the CTE is to provide programming that promotes the design and implementation  of creative learning environments.,FALSE,FALSE,6/7/2014 13:39,fake_users
3337873384,Taylor28made,nIcOlenaylOr92,230,42,953,172,2,,en,,New York City,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/635229790052618240/4C08JjLM_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/635229790052618240/4C08JjLM_normal.jpg,EEEEEE,FALSE,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,38543,,FALSE,FALSE,FALSE,FALSE,FALSE,I live  I laugh I love and I remain humble as  walk thru life,FALSE,FALSE,20/6/2015 22:34,fake_users
2286360745,Markeisha,MarkehiEas,13,22,320,0,0,https://t.co/86D2cKK03i,en,Pacific Time (US & Canada),"Los Angeles, California",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/708148502216511489/HkyoXIO0_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme13/bg.gif,333333,https://pbs.twimg.com/profile_images/708148502216511489/HkyoXIO0_normal.jpg,EEEEEE,FALSE,FFFFFF,http://abs.twimg.com/images/themes/theme13/bg.gif,B2DFDA,93A644,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"Soul singer/songwriter, pianist,  web  https://t.co/vnoRC7bV0K",FALSE,FALSE,11/1/2014 9:19,fake_users
3299901382,SandeeRobbins,SandeeRobbisn,792,22,945,683,20,http://t.co/Oa9zOkdSZp,en,,New Mexico,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/631592806646087680/wUMtsH_A_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/631592806646087680/wUMtsH_A_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,,FALSE,FALSE,FALSE,FALSE,FALSE,"Networking wife, mother & Grandmother! Dedicated to YOUR online success. In tune with online  training and the  value of YOU!",FALSE,FALSE,26/5/2015 23:19,fake_users
2790332890,Magnolia,active_arew,267,16,728,205,3,https://t.co/ruHkhFHXiq,en,Pacific Time (US & Canada),Georgia,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/697279593376563200/26oy2Aqn_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/697279593376563200/26oy2Aqn_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Magnolia Activewear is a fabulous online shop  for active women. Our unique activewear is designed  and manufactured in Brazil.,FALSE,FALSE,29/9/2014 0:36,fake_users
3303976767,Maureen,OfftheDoekToons,0,4,749,0,0,http://t.co/dl24bU6J3t,en,,"Edmonton, Canada",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/617342501997821953/udUIN2u1_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme8/bg.gif,333333,https://pbs.twimg.com/profile_images/617342501997821953/udUIN2u1_normal.jpg,D9B17E,FALSE,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,8B542B,9D582E,,FALSE,FALSE,FALSE,FALSE,FALSE,"A fishing Comic Strip developed by Maureen Shelleau, currently featured in  various publications across  America and UK. OTD Custom E-Cards now available!",FALSE,FALSE,30/5/2015 20:02,fake_users
3255729953,Land Rover,96Dmitrichenkov,887,16,682,817,17,http://t.co/FX8EWL25pU,en,,Arkansas,TRUE,FALSE,FALSE,http://pbs.twimg.com/profile_images/631919770091175937/gPfeEeSO_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/631919770091175937/gPfeEeSO_normal.jpg,C0DEED,FALSE,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,FALSE,FALSE,FALSE,FALSE,FALSE,Officially Licensed Land Rover Merchandise.  Visit us  online at http://t.co/qkqBCWw1uD,FALSE,FALSE,15/5/2015 8:13,fake_users
2472532879,Jeff,JeffBayls1es,33,12,585,0,1,https://t.co/ZFiejiWvtT,en,Pacific Time (US & Canada),Massachusetts,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/712243555738238976/MwM43VQM_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/712243555738238976/MwM43VQM_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"Professional composer/songwriter, drummer,  and bassist. I live for creating music and connecting  with people!",FALSE,FALSE,1/5/2014 13:41,fake_users
2360658451,Skii,SKEEJS,1739,28,1220,1624,10,,en,,Rhode Island,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/611017913416462336/QJ1_iQqS_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme16/bg.gif,333333,https://pbs.twimg.com/profile_images/611017913416462336/QJ1_iQqS_normal.jpg,BDDCAD,FALSE,DDFFCC,http://abs.twimg.com/images/themes/theme16/bg.gif,9AE4E8,0084B4,,FALSE,FALSE,FALSE,FALSE,FALSE,Going to school for Business Administration and minoring  Global  Studies.,FALSE,FALSE,25/2/2014 6:57,fake_users
2971649362,Darius,D_cl74aer,934,36,443,886,1,,en,Pacific Time (US & Canada),"Bingham Farms, Michigan",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/726508650043416576/cWaKjTOy_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme2/bg.gif,663B12,https://pbs.twimg.com/profile_images/726508650043416576/cWaKjTOy_normal.jpg,C6E2EE,FALSE,DAECF4,http://abs.twimg.com/images/themes/theme2/bg.gif,C6E2EE,1F98C7,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"Former Student Athlete at Minnesota State  , Mankato",FALSE,FALSE,10/1/2015 16:30,fake_users
2546937704,Delphine,delmckynlie,1073,23,540,951,19,,en,Pacific Time (US & Canada),"dallas, texas",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/713985338742542337/_jW_MhpV_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/713985338742542337/_jW_MhpV_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Entrepreneur/ Painter/  Musician/ Advertising/  York/ Paris,FALSE,FALSE,4/6/2014 22:33,fake_users
3161184177,zerohedge,WartenbergsnHa,1144,60,136,1107,24,https://t.co/6LFeoQn5uZ,en,,Northwest Arkansas,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/593362279195783168/540Ix2xt_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme4/bg.gif,3C3940,https://pbs.twimg.com/profile_images/593362279195783168/540Ix2xt_normal.jpg,5ED4DC,FALSE,95E8EC,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,0099B9,,FALSE,FALSE,FALSE,FALSE,FALSE,"Entrepreneur, Conservative, Game , Student, and Tech enthusiast with a love for business,  the market, European sports cars and the luxurious lifestyle.",FALSE,FALSE,12/4/2015 21:02,fake_users
2555630168,Philip,Philip_Laserist,967,28,773,851,13,https://t.co/iiJGTCJuxj,en,Pacific Time (US & Canada),Hawaii,TRUE,FALSE,FALSE,http://pbs.twimg.com/profile_images/706503217245335552/axurxu9L_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/706503217245335552/axurxu9L_normal.jpg,C0DEED,FALSE,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"Official Twitter  Philip Lassiter 6x Grammy Award Winning Arranger, Section-Leader,  Arranger & Trumpeter for Prince, sought after songwriter and musician.",FALSE,FALSE,8/6/2014 22:46,fake_users
2411644182,Pamela Sinclair,apms00,688,126,1104,571,7,http://t.co/rbUL0sTrzz,en,,New York,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/609041727857369088/8XrgKG_w_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/609041727857369088/8XrgKG_w_normal.jpg,829D5E,FALSE,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,,FALSE,FALSE,FALSE,FALSE,FALSE,"cover design, any promo design related need for authors/book industry,  dev, graphic designer,  book reviewer

COVER PORTFOLIO: http://t.co/A6j2eBuSQT",FALSE,FALSE,25/3/2014 22:53,fake_users
2549450353,Jason DeArmond,jdearmdonl,1654,41,1537,1395,17,http://t.co/q7OonN94z6,en,,New Jersey,TRUE,FALSE,FALSE,http://pbs.twimg.com/profile_images/527668033125244928/NyUc616c_normal.jpeg,TRUE,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/527668033125244928/NyUc616c_normal.jpeg,C0DEED,FALSE,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,FALSE,FALSE,FALSE,FALSE,FALSE,Jason DeArmond of DeArmond Creative. Love logos.  Love print design. Love Star Wars. http://about./jasondearmond,FALSE,FALSE,6/6/2014 7:10,fake_users
3329932828,mo,abdelhaleme38,22,19,784,20,0,,en,,UK,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/614666042577670144/mpEEsYX4_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme16/bg.gif,333333,https://pbs.twimg.com/profile_images/614666042577670144/mpEEsYX4_normal.jpg,BDDCAD,FALSE,DDFFCC,http://abs.twimg.com/images/themes/theme16/bg.gif,9AE4E8,0084B4,,FALSE,FALSE,FALSE,FALSE,FALSE,your life  and be rude sometimes not always,FALSE,FALSE,16/6/2015 17:26,fake_users
2328119714,Eclectic,EclctcEscnees,978,19,398,921,0,https://t.co/VLhNIIFNE2,en,Pacific Time (US & Canada),"Dix Hills, New York",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/712620611244150784/WypXVAiK_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://pbs.twimg.com/profile_images/712620611244150784/WypXVAiK_normal.jpg,F2E195,FALSE,FFF7CC,http://abs.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,Putting together a jazz /  pop / classical ensemble - currently need a  and a guitar and horn section would be nice,FALSE,FALSE,5/2/2014 3:19,fake_users
3206828980,Mobiles World,Mobilef_World,54,13,914,50,0,http://t.co/la6waFEzl0,en,,Australia,FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/602029884131713024/3jYI0AQj_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/602029884131713024/3jYI0AQj_normal.jpg,CC3366,TRUE,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,FALSE,FALSE,FALSE,FALSE,FALSE,"Branded cell phones, digital cameras and camcorders. Free Shipping Worldwide.",FALSE,FALSE,25/4/2015 16:37,fake_users
2374249027,Andrew,andrewlightftoo,64,13,622,0,0,https://t.co/MPRiyNTWCv,en,Pacific Time (US & Canada),"Burbank, California",FALSE,FALSE,FALSE,http://pbs.twimg.com/profile_images/713485328712134656/M7iys9VE_normal.jpg,TRUE,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/713485328712134656/M7iys9VE_normal.jpg,DFDFDF,FALSE,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,-25200,FALSE,FALSE,FALSE,FALSE,FALSE,"Follower  Christ, Husband, Owner of @matchstickweb (Matchstick Websites),  Musician and Consultant.",FALSE,FALSE,5/3/2014 19:27,fake_users
2508240511,Lead Balloon,mdaeoflead,261,68,1375,135,1,http://t.co/8btyzkC4CQ,en,,Frankfurt am Main,TRUE,FALSE,FALSE,http://pbs.twimg.com/profile_images/569987440291483648/OiNnHNvx_normal.jpeg,TRUE,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/569987440291483648/OiNnHNvx_normal.jpeg,C0DEED,FALSE,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,FALSE,FALSE,FALSE,FALSE,FALSE,A  production company that is made  lead.,FALSE,FALSE,19/5/2014 19:21,fake_users
